months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,age_group,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day
30,31,247116,1,2000,1153.35,0,430714,0,6,2,9,1,0,0,1,2,282,9,1,0,2,1,1,5760,960,960,3840,11,19,0,0.41617895695148915,8080.199999999999,14,1,0,0,1,1,0,0,0,1,0,0,1,1,0,2015,2,2,2012,6,2
210,41,395269,1,500,1222.75,0,432781,0,2,3,14,2,0,-41000,6,1,46,12,3,0,2,0,0,81070,14740,14740,51590,2,37,0,5.525114155251141,-66397.0,24,2,0,0,0,1,0,0,1,0,0,1,0,0,1,2015,1,30,2012,11,2
160,37,921202,0,500,1374.22,0,472135,1,4,2,19,2,45500,-37800,1,4,319,19,1,1,1,0,0,72930,6630,13260,53040,0,33,0,4.422508768610557,-56439.36,10,2,0,1,0,0,1,0,1,0,0,1,0,0,1,2015,1,19,2014,12,28
165,36,427199,1,2000,1247.87,0,464336,0,5,1,9,0,0,-39700,1,3,158,20,3,0,2,2,0,45700,4570,4570,36560,2,0,0,3.051867048116658,-30725.56,17,2,0,0,0,0,1,1,0,0,0,1,0,1,0,2015,1,14,2010,10,1
266,42,929306,2,500,1093.83,4000000,468454,0,0,0,2,2,0,-49600,6,6,437,18,3,0,1,1,0,53280,4440,8880,39960,11,19,1,4.059131674940348,-40154.04,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,2,21,2003,3,6
330,47,912665,1,2000,1133.27,0,432218,1,2,2,5,5,0,-56400,1,4,639,20,2,0,0,2,1,60500,11000,5500,44000,5,14,1,4.448778019948174,-46900.76,26,3,0,0,0,0,1,0,1,0,0,1,0,0,0,2015,3,1,2014,5,28
137,35,645723,0,500,1107.07,0,478868,1,2,10,12,0,0,-45300,5,2,712,21,1,0,0,0,1,3300,600,600,2100,10,1,0,0.24840344332336708,9984.84,17,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,2,4,1991,5,5
157,31,121439,2,500,1257.83,7000000,458622,0,2,4,15,3,40700,-41600,2,0,650,2,4,0,2,2,0,47700,4770,9540,33390,0,33,1,3.1602044791426507,-32606.04,14,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2015,2,14,1990,8,2
247,44,926665,0,2000,1101.51,0,619108,1,1,4,4,1,64000,0,1,5,991,22,3,0,2,2,0,69480,11580,11580,46320,3,34,0,5.256420731541248,-56261.880000000005,17,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2015,2,11,1992,2,4
209,36,730973,2,2000,1223.39,0,452218,1,4,2,4,5,0,0,3,2,181,17,3,0,1,3,0,65440,8180,8180,49080,7,36,0,4.4575591866316815,-50759.32,11,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,1,12,2010,1,11
88,25,332892,2,1000,1194.0,0,613583,1,3,5,12,0,0,0,4,4,337,6,1,1,1,2,1,66780,7420,7420,51940,5,13,1,4.660804020100502,-52452.0,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2015,2,13,2007,10,25
458,62,533940,1,2000,1356.92,5000000,441714,0,0,5,0,5,0,0,1,0,569,2,1,0,0,1,1,46980,5220,5220,36540,1,5,0,2.8852106240603717,-30696.96,27,4,0,1,0,1,0,0,1,0,0,0,0,0,1,2015,2,26,2011,11,18
339,48,290971,0,500,1698.51,0,444378,0,3,7,7,4,0,0,4,2,737,18,3,0,2,1,0,51840,8640,8640,34560,13,20,0,2.5434056908702334,-31457.88,24,3,0,0,0,1,0,1,0,0,0,1,0,0,0,2015,2,10,2005,10,10
156,37,277767,0,500,1080.13,0,606290,0,0,10,15,2,0,-61000,3,6,526,15,3,1,0,3,0,41490,4610,4610,32270,9,29,0,3.2010035829020578,-28528.44,24,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1,4,2010,6,28
274,44,771509,2,500,1395.58,0,466612,1,3,12,15,0,0,0,6,6,368,7,1,0,2,1,0,5590,860,860,3870,2,37,0,0.33379192402680846,11156.96,25,2,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,2,5,2006,8,10
108,31,492224,2,2000,1175.7,0,608767,0,5,10,19,1,0,0,1,1,505,14,1,0,0,2,0,57330,6370,6370,44590,4,27,0,4.0635366164837965,-43221.6,19,1,0,1,0,1,0,1,0,0,0,1,0,0,1,2015,2,19,2005,12,9
85,25,159768,2,500,1259.02,0,439534,1,3,12,0,4,67000,-53600,4,3,729,8,1,0,2,2,0,5640,940,940,3760,9,35,0,0.373306222299884,9468.24,20,0,1,0,0,1,0,0,0,1,0,0,1,1,0,2015,2,16,2008,9,3
101,27,326322,1,1000,433.33,0,603269,0,5,6,9,2,25900,0,4,2,563,7,1,0,0,3,0,5900,1180,590,4130,8,12,0,1.134624112493173,-700.04,16,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,1,2,2007,2,10
235,40,682754,1,500,1398.94,0,613399,0,1,2,3,0,0,0,1,5,348,11,1,0,1,2,0,68300,6830,13660,47810,11,15,0,4.068556669097078,-51512.72,22,2,0,1,0,0,1,0,0,0,1,0,0,0,1,2015,1,24,1995,10,9
404,56,485813,2,1000,1361.16,4000000,437944,1,5,13,6,1,0,-63700,5,2,190,23,1,0,2,0,1,53100,5310,5310,42480,0,23,1,3.2509036410120777,-36766.08,20,4,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,1,15,2010,4,7
289,45,943425,0,2000,1221.41,0,466289,1,5,4,12,5,46700,-72500,6,5,858,9,1,0,2,1,0,2700,300,300,2100,6,6,0,0.18421332722017994,11956.920000000002,19,2,0,0,1,1,0,0,0,1,0,0,1,1,0,2015,2,27,1999,10,28
372,50,769475,0,2000,1368.57,0,474860,1,4,12,13,2,0,0,1,3,866,18,3,0,2,2,1,51800,5180,10360,36260,0,23,0,3.154143863059008,-35377.16,22,3,0,0,0,0,1,0,0,1,0,0,0,0,1,2015,1,3,2004,8,26
27,28,944537,0,1000,1074.47,0,465201,0,4,10,4,5,0,0,6,5,59,4,1,0,2,0,0,3200,400,400,2400,7,17,0,0.24818437617305897,9693.64,13,1,1,0,0,1,0,0,0,1,0,0,1,0,1,2015,2,13,1992,7,23
143,31,425631,1,500,1163.83,0,604874,0,0,10,12,0,37700,0,0,0,743,21,4,1,2,0,0,76120,6920,13840,55360,1,5,0,5.450395103523138,-62154.04,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,2,21,2014,7,5
437,60,901083,0,1000,1269.64,0,602942,1,1,1,6,4,48800,0,4,5,888,10,1,0,1,3,0,84480,7680,15360,61440,3,32,1,5.544878863299833,-69244.32,13,4,0,1,0,0,0,0,1,0,1,0,0,0,1,2015,2,14,1998,1,19
264,44,976645,1,500,1047.06,6000000,443402,0,1,3,17,5,0,0,4,6,934,20,3,0,0,2,0,69850,12700,6350,50800,5,16,0,5.559216600131161,-57285.28,26,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2015,2,13,2010,2,28
241,45,596785,1,2000,1104.5,0,432211,1,6,6,1,4,0,0,4,4,123,5,1,0,2,2,0,91650,14100,14100,63450,0,33,0,6.914893617021277,-78396.0,14,2,0,1,0,1,0,0,0,1,1,0,0,0,1,2015,2,15,2014,3,4
85,30,740384,2,1000,1454.42,0,459588,0,0,10,15,2,51600,-73900,1,6,578,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,31,1993,10,29
279,41,389238,1,500,1497.35,0,460742,1,3,9,3,0,37300,-31700,0,4,129,16,3,0,2,3,0,28800,0,3600,25200,5,16,0,1.6028316692823992,-10831.800000000003,12,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2015,1,29,2001,6,6
239,39,730819,2,2000,625.08,0,437156,1,3,10,10,5,44200,-37000,4,5,186,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,3,1990,8,18
294,49,756870,2,500,1135.43,0,442604,0,5,4,3,3,22700,0,6,1,960,23,3,1,1,1,1,42900,3900,3900,35100,3,25,0,3.1485868789797697,-29274.84,15,3,0,0,0,0,1,0,0,1,0,1,0,0,1,2015,2,4,1996,1,26
86,28,613226,2,2000,1595.07,0,439304,0,6,13,10,4,75800,0,5,2,667,19,1,1,0,2,1,70920,11820,11820,47280,7,36,0,3.7051665444149786,-51779.16,23,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2015,2,23,1991,8,22
253,46,247505,1,500,1358.2,0,477636,1,4,13,12,0,52900,0,1,1,364,11,3,1,0,0,0,64570,5870,11740,46960,7,36,0,3.9617385755656995,-48271.6,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,14,2006,4,19
64,29,796375,0,2000,1202.28,0,479327,0,2,3,6,2,0,-61400,5,2,450,4,1,0,1,2,0,43700,4370,4370,34960,9,29,1,3.028967184571536,-29272.64,18,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2015,1,12,2011,10,22
56,36,735844,2,500,1533.07,0,609336,0,3,4,8,3,0,-28800,0,6,830,13,1,1,1,2,1,58500,0,6500,52000,5,13,0,3.179893938306796,-40103.16,24,2,0,1,0,1,0,0,0,1,0,0,0,0,0,2015,1,20,2009,11,8
20,21,918037,0,1000,1390.29,0,479408,1,5,8,14,2,0,-41200,3,4,540,14,1,0,0,0,0,62900,12580,6290,44030,0,23,0,3.7701966256440502,-46216.520000000004,19,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2015,1,14,2005,1,30
389,53,714738,1,2000,791.47,0,477260,0,5,1,5,4,0,0,0,5,68,6,1,0,1,2,0,6300,630,1260,4410,8,7,1,0.6633226780547589,3197.6399999999994,24,3,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,1,1,1998,3,21
216,38,421940,2,1000,1384.64,5000000,600754,1,0,12,2,4,0,0,5,1,528,16,1,0,2,3,0,66600,16650,11100,38850,7,17,1,4.008262075340883,-49984.32,13,2,0,1,0,1,0,0,0,1,0,1,0,0,0,2015,1,9,2014,6,3
214,36,831479,1,2000,987.42,7000000,461418,1,0,6,11,3,0,0,1,6,283,17,3,0,0,3,0,47080,4280,8560,34240,10,2,0,3.973317669617117,-35230.96,19,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,1,31,2000,6,4
188,37,786103,0,500,1457.21,0,471785,1,3,0,10,3,46300,0,4,1,498,6,1,0,2,0,1,45000,5000,5000,35000,11,15,0,2.5734108330302425,-27513.48,22,2,0,1,0,1,0,0,0,0,0,1,0,0,0,2015,1,17,1994,9,24
242,44,664732,1,2000,1396.89,6000000,618127,1,1,8,5,2,0,-61600,4,6,47,15,3,0,1,2,1,66900,6690,13380,46830,11,15,1,3.9910085976705396,-50137.32,26,2,0,0,0,0,0,0,1,0,1,0,0,0,1,2015,2,4,2003,7,30
130,28,542245,0,1000,1003.15,0,462377,1,3,4,12,2,0,-38500,4,2,408,21,2,1,2,1,0,85020,13080,13080,58860,5,16,0,7.062752330159997,-72982.2,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,1,23,1991,11,25
269,45,596298,2,500,1330.46,0,435552,1,2,6,17,5,54800,-64100,5,2,134,5,3,0,0,0,0,24200,2200,4400,17600,11,15,0,1.5157664767574122,-8234.48,17,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2015,1,18,1996,8,23
271,42,486676,0,500,1105.49,0,463181,1,0,9,17,3,56200,-50000,4,2,791,12,2,0,2,3,0,68310,12420,6210,49680,1,4,1,5.149300310269654,-55044.119999999995,22,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,2,20,2011,8,15
283,41,566720,0,500,1195.01,0,476227,1,0,11,15,3,60700,-54300,6,3,60,13,3,0,0,2,0,42700,0,6100,36600,8,24,1,2.9776598801125793,-28359.88,14,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2015,1,8,2012,10,25
194,39,627540,0,1000,1489.24,6000000,608335,1,3,7,11,5,0,-45000,4,6,780,15,1,1,2,2,1,8060,1240,1240,5580,10,3,0,0.4510130446849847,9810.880000000001,21,2,0,0,1,1,0,0,0,1,1,0,0,0,1,2015,1,24,2010,5,21
87,31,853360,2,1000,1074.07,0,451312,1,5,11,5,0,0,-47500,1,6,221,16,3,0,0,3,1,60940,5540,11080,44320,9,35,1,4.728121382529382,-48051.16,19,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2015,1,27,2009,6,26
234,44,442494,2,500,1780.67,0,465942,0,0,7,8,2,0,0,0,6,595,3,1,0,1,0,0,70200,7020,7020,56160,5,14,1,3.285280259677537,-48831.96,13,2,0,1,0,0,1,0,0,0,0,0,0,0,1,2015,2,19,2002,6,6
124,32,140977,2,1000,1310.71,0,469875,1,5,4,11,5,29300,0,1,1,943,23,1,1,0,1,0,57700,5770,5770,46160,12,9,0,3.6684951921731987,-41971.479999999996,22,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2015,2,25,2006,8,18
45,37,798579,2,1000,1114.23,0,432534,0,1,9,7,5,0,0,4,0,493,1,1,1,0,1,1,52200,10440,5220,36540,9,29,0,3.9040413559139493,-38829.24,20,2,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,1,1,2011,12,19
231,37,991553,0,500,920.81,0,467654,1,2,11,5,5,0,0,4,2,369,14,1,1,2,0,0,71190,0,7910,63280,8,7,1,6.442697190517046,-60140.28,28,2,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,2,13,1991,12,12
371,52,740505,1,1000,1242.96,7000000,449800,1,2,7,13,3,0,-37100,1,5,537,2,2,1,2,0,0,88920,6840,13680,68400,0,31,0,5.961575593743966,-74004.48,15,3,0,0,0,1,0,0,1,0,1,0,0,1,0,2015,2,22,1997,10,12
81,25,524230,2,500,920.3,5000000,461958,1,2,12,10,3,51000,-67900,6,2,971,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,2,21,2014,2,23
101,29,788502,0,500,1380.89,0,620197,0,6,1,7,3,30000,-53000,4,0,802,0,3,0,2,1,0,67210,12220,12220,42770,2,38,0,4.055959079530834,-50639.32,29,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2015,2,28,2014,8,31
194,41,238196,1,500,1203.81,0,613119,0,3,13,18,1,52500,-51300,6,6,280,17,3,0,0,2,0,95900,13700,20550,61650,10,3,0,6.638644525852641,-81454.28,26,2,0,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,6,1993,2,15
212,42,636550,1,500,1315.68,0,600983,0,6,8,4,5,0,-39300,0,2,224,14,1,0,2,1,0,42300,4700,4700,32900,10,1,0,2.679222911346224,-26511.84,29,2,0,1,0,1,0,0,1,0,0,1,0,0,0,2015,1,5,2011,7,25
239,39,730819,2,2000,625.08,0,437156,1,3,10,10,5,44200,-37000,4,5,186,10,1,0,2,3,1,87890,15980,7990,63920,2,38,1,11.717166869307395,-80389.04,11,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,3,1990,8,18
310,48,670142,2,500,1516.34,0,474167,1,3,0,17,4,11000,0,4,6,195,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1,3.2644393737552266,-41203.92,29,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,1,4,1999,8,6
231,43,203250,2,2000,1331.69,0,469653,1,5,0,15,1,0,0,1,3,600,12,1,0,1,2,0,66950,10300,10300,46350,3,25,0,4.189538606332304,-50969.72,10,2,0,1,0,1,0,0,0,1,1,0,0,0,0,2015,2,18,2010,4,22
472,64,911429,2,500,989.24,0,615821,0,5,7,16,1,0,0,1,4,293,13,1,0,2,3,0,70900,14180,7090,49630,8,24,0,5.972598493119296,-59029.119999999995,23,4,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,2,21,2012,8,25
272,43,509928,0,1000,1279.13,0,615226,0,6,2,3,2,0,0,0,6,240,5,3,0,1,2,1,81070,7370,14740,58960,1,4,1,5.2815846187121975,-65720.44,19,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,2,6,1995,7,25
330,47,912665,1,2000,1133.27,0,432218,1,2,2,5,5,0,-56400,1,4,639,20,2,0,0,2,1,60500,11000,5500,44000,5,14,1,4.448778019948174,-46900.76,26,3,0,0,0,0,1,0,1,0,0,1,0,0,0,2015,3,1,2014,5,28
218,43,737483,1,500,1521.55,0,477856,1,0,8,14,2,61100,-64500,4,2,321,18,1,0,1,3,1,68200,13640,6820,47740,4,30,1,3.735226140010735,-49941.4,22,2,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,1,2,1996,2,14
338,47,430794,0,2000,1486.04,0,615688,1,0,1,2,3,0,-56200,2,4,906,1,3,0,2,3,0,64100,12820,6410,44870,4,30,1,3.5945645249567084,-46267.520000000004,11,3,0,0,0,1,0,0,1,0,0,0,0,1,0,2015,1,14,2008,1,25
274,43,517240,0,2000,1352.31,0,465263,0,1,4,1,5,40700,-47300,1,3,892,22,1,1,0,3,1,63840,10640,10640,42560,2,37,1,3.934009213863685,-47612.28,19,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,2,6,2001,5,13
254,41,500384,1,2000,1241.04,0,431361,1,5,10,2,3,0,0,1,5,17,16,1,0,2,2,1,100210,18220,18220,63770,1,5,0,6.728899417692688,-85317.52,11,2,0,1,0,0,0,0,0,1,1,0,0,1,0,2015,1,4,2013,12,18
143,33,889764,0,1000,1200.09,0,454191,1,0,2,2,4,38400,-5700,6,0,792,17,3,0,2,2,0,70400,14080,7040,49280,0,31,0,4.88852224972016,-55998.92,23,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2015,1,26,1993,11,30
107,31,356590,2,500,1239.22,7000000,476458,1,2,12,13,1,43400,-91200,4,6,918,12,1,1,0,1,0,89700,13800,13800,62100,1,5,1,6.032020141702039,-74829.36,16,1,0,1,0,0,1,1,0,0,1,0,0,1,0,2015,1,30,2011,8,17
177,33,563837,1,1000,1609.67,0,470128,0,1,0,19,5,0,-13200,4,6,434,22,1,0,1,3,0,82800,20700,13800,48300,7,17,1,4.28659290413563,-63483.96,21,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,1,20,2002,12,30
4,34,424358,0,500,1282.93,0,616126,1,1,3,1,2,0,0,6,4,623,0,4,0,0,0,0,66880,6080,12160,48640,3,32,1,4.344222469919117,-51484.84,29,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2015,2,12,2003,5,24
81,25,524230,2,500,920.3,5000000,461958,1,2,12,10,3,51000,-67900,6,2,971,11,3,0,1,0,0,73920,13440,6720,53760,6,10,1,6.693469520808433,-62876.4,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2015,2,21,2014,2,23
242,41,512894,0,2000,1153.54,6000000,619657,0,5,10,14,4,0,-57000,1,4,659,3,3,0,0,1,0,68090,12380,12380,43330,12,11,0,4.9189162635597095,-54247.520000000004,16,2,0,0,0,1,0,1,0,0,1,0,0,1,0,2015,2,12,1990,10,2
440,61,212674,0,500,1050.76,0,467942,0,6,13,12,5,41500,-70200,2,5,867,21,1,0,2,3,0,53640,5960,5960,41720,9,26,1,4.25406372530359,-41030.880000000005,21,4,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,1,26,1992,9,1
325,47,900628,2,1000,1690.27,0,438830,1,0,10,10,1,61500,0,5,6,619,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,3,0,1,0,0,1,1,0,0,0,0,0,0,1,2015,1,14,2006,2,5
116,34,616337,2,500,1737.66,0,470577,0,0,13,5,4,0,-24100,6,4,520,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2015,1,1,2012,8,30
136,32,686522,2,500,1169.62,0,458143,1,3,11,19,1,0,0,4,0,787,6,1,1,0,0,0,55000,10000,10000,35000,12,9,1,3.9186516418437902,-40964.56,17,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2015,2,4,2000,12,27
43,43,528385,1,500,1320.39,0,604861,1,0,1,19,1,0,0,6,0,624,16,1,0,2,1,0,79970,7270,21810,50890,6,8,1,5.0471199165903,-64125.32,29,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2015,1,19,1997,11,7
172,35,476923,1,2000,1219.04,0,456602,0,4,5,13,3,63600,-68700,2,2,709,19,3,0,2,0,0,79750,14500,14500,50750,9,29,0,5.451694229338933,-65121.520000000004,26,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,1,11,2004,9,19
120,28,434507,1,1000,1281.27,0,447442,1,6,12,9,1,68900,0,4,6,756,9,3,0,0,3,0,65500,6550,6550,52400,2,37,0,4.260096102564903,-50124.76,15,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2015,1,7,2009,2,6
456,62,669800,0,1000,1395.77,0,611651,1,4,10,5,3,82600,-49500,3,2,484,13,3,0,1,3,0,66480,5540,11080,49860,10,1,1,3.9691353159904574,-49730.76,13,4,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,2,7,2009,6,24
405,55,250162,1,500,878.19,0,441533,0,6,6,9,4,57100,0,0,3,697,2,4,1,0,2,0,38640,4830,4830,28980,3,34,0,3.666632505494255,-28101.72,28,3,0,0,0,1,0,1,0,0,1,0,0,1,0,2015,3,1,1999,7,5
85,30,740384,2,1000,1454.42,0,459588,0,0,10,15,2,51600,-73900,1,6,578,19,1,1,0,1,1,74280,12380,12380,49520,11,15,1,4.255992079316841,-56826.96,19,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,31,1993,10,29
24,33,649082,1,1000,1922.84,0,431277,1,2,6,16,5,0,-45200,6,3,456,0,1,0,2,1,0,46800,4680,9360,32760,7,36,0,2.0282498803852635,-23725.920000000002,23,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2015,1,24,1996,1,19
283,48,963680,0,1000,1474.66,0,446755,1,3,11,13,0,0,-46200,1,2,609,9,1,0,2,3,0,6560,820,820,4920,13,20,0,0.37070692001320077,11135.920000000002,22,3,1,0,0,1,0,0,0,1,0,0,1,0,1,2015,2,17,2003,1,4
31,36,679370,1,2000,1318.24,9000000,601748,1,1,9,11,1,0,-78600,6,0,503,9,1,0,0,1,1,4700,940,470,3290,4,27,0,0.2971133228142574,11118.880000000001,23,2,1,0,0,1,0,0,0,1,0,0,1,0,1,2015,1,30,1999,8,15
261,42,776860,0,500,1337.56,0,605141,1,1,9,18,4,0,0,4,5,469,18,1,0,1,2,1,74700,7470,14940,52290,4,30,0,4.6539968300487455,-58649.28,15,2,0,1,0,1,0,0,0,1,1,0,0,1,0,2015,1,12,2009,1,11
436,58,987905,0,2000,1407.01,5000000,475705,0,6,12,17,2,47400,-27600,6,5,290,10,1,0,0,2,0,59900,11980,5990,41930,2,37,1,3.547712288232967,-43015.880000000005,28,4,0,1,0,1,0,0,0,1,0,0,0,1,0,2015,1,10,2002,4,30
174,36,629918,1,2000,1278.75,0,461328,1,1,12,13,3,53200,-53800,1,5,125,21,3,0,2,2,0,65400,10900,10900,43600,4,30,0,4.2619745845552295,-50055.0,13,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,2,6,2005,10,14
33,33,758740,1,1000,1096.79,6000000,446898,1,0,5,7,4,45500,-60600,5,6,883,16,1,0,2,1,0,81400,8140,8140,65120,2,22,0,6.184714788914317,-68238.52,27,1,0,1,0,1,0,0,0,1,0,0,0,0,1,2015,1,7,1997,8,4
211,35,682387,0,2000,1221.22,0,451586,0,5,6,4,2,76000,0,1,3,598,2,1,1,0,1,0,52030,9460,4730,37840,8,12,0,3.5504113372965835,-37375.36,17,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2015,1,21,1998,3,8
456,60,556080,0,1000,766.19,0,612260,1,0,11,11,0,0,0,6,1,43,6,1,0,0,3,0,5060,460,920,3680,8,12,0,0.5503421692617584,4134.280000000001,18,4,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,26,1996,11,11
475,61,607974,1,500,1265.72,0,612506,1,5,5,13,5,0,-59500,4,1,770,23,1,1,0,2,0,64350,9900,9900,44550,8,12,0,4.236719021584553,-49161.36,27,4,0,1,0,0,0,1,0,0,0,0,0,0,1,2015,2,18,2004,8,12
229,37,340614,1,2000,1212.12,0,446544,1,4,2,13,1,65600,0,6,1,839,14,3,1,1,1,1,68760,11460,5730,51570,5,16,0,4.727254727254728,-54214.56,30,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,1,29,1997,6,1
35,35,930032,1,2000,1117.42,0,446158,1,6,10,11,1,0,-51900,0,2,783,23,3,0,2,2,0,53190,5910,11820,35460,13,20,0,3.9667269245225607,-39780.96,29,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2015,2,14,2002,9,10
137,31,484200,0,2000,1340.43,0,441175,0,2,3,13,0,52700,-40600,0,0,225,6,3,0,1,2,0,50800,10160,10160,30480,0,23,0,3.1581905308992884,-34714.84,20,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2015,2,19,1994,10,12
152,33,695117,2,1000,1034.27,0,617721,1,3,1,8,0,0,0,1,2,241,18,1,0,1,0,0,63900,7100,7100,49700,0,33,0,5.148558886944415,-51488.76,11,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2015,2,6,2001,6,10
257,40,463237,2,2000,1306.0,0,610381,0,0,6,6,0,46100,-46900,1,1,988,3,3,1,2,1,0,50050,7700,3850,38500,5,16,1,3.193593670239918,-34378.0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,21,2000,2,9
125,35,442795,0,500,1054.83,7000000,446788,0,3,12,6,0,0,-51300,1,3,842,17,1,1,2,3,0,88660,8060,16120,64480,8,7,1,7.004288210738539,-76002.04000000001,18,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,2,25,1996,7,7
255,46,760700,1,500,1302.34,0,431532,1,3,9,18,3,0,-52600,6,4,39,2,3,0,1,0,0,57860,5260,10520,42080,13,20,0,3.7023102006132556,-42231.92,14,3,0,0,0,0,0,1,0,0,1,0,0,1,0,2015,1,12,2006,11,25
257,40,414913,2,500,1379.93,0,608228,0,4,1,0,0,0,0,1,1,335,6,3,0,0,2,1,51810,9420,4710,37680,1,4,1,3.128781894733791,-35250.84,23,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,2,1,2012,7,17
115,31,569714,0,1000,1051.67,0,479824,1,0,3,3,1,0,0,6,5,48,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,3,1,2005,12,4
142,29,890280,0,2000,1307.68,0,606942,1,4,2,7,0,0,-48500,1,1,81,10,1,1,1,2,0,54360,4530,9060,40770,8,12,1,3.4641502508258903,-38667.84,30,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2015,1,29,2010,1,24
140,32,713172,1,1000,985.97,5000000,457793,1,1,10,6,2,0,0,5,4,683,13,1,0,2,3,0,82170,14940,7470,59760,3,32,1,6.944937472742579,-70338.36,30,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2015,2,1,1996,10,23
